No.,사업체고유번호,사업자등록번호,법인등록번호,행정구역분류부호,사업체명,대표자명,소재지_도로명_읍면,소재지_도로명_도로명,소재지_도로명_본번,소재지_도로명_부번,소재지_도로명_빌딩명,소재지_도로명_빌딩동,소재지_도로명_빌딩층,소재지_도로명_빌딩호,소재지_도로명_도로명코드,소재지_도로명_우편번호,소재지_지번_읍면동,소재지_지번_리,소재지_지번_번지,소재지_지번_호,소재지_지번_통,소재지_지번_반,소재지_지번_공단,소재지_지번_블록,소재지_지번_로트,광역,상세주소,Latitude,Longitude,좌표_위도,좌표_경도,업종대분류_임시,업종중분류_임시,전화번호_지역번호,전화번호_국번호,전화번호_일련번호,주요_16개_도/시_전화번호,TEL,HP,팩스번호,산업분류_표준산업분류대분류,산업분류_표준산업분류중분류,산업분류_표준산업분류소분류,산업분류_표준산업분류세분류,산업분류_표준산업분류세세분류,산업분류_자체업종코드,조직형태,사업체구분,종사자수_2022,종사자수_2023,종사자수_2024,설립일자_연,설립일자_월,설립일자_일,설립일자_개업일,설립일자_인허가일,홈페이지,제품_주생산품,제품_판매방식,재무2021_매출액(국내),재무2021_매출액(해외),재무2022_회계연도,재무2022_결산월,재무2022_매출액,재무2022_매출액(국내),재무2022_매출액(해외),재무2022_순이익,재무2022_자본금,재무2022_영업이익,합계2022_자산,합계2022_자본,합계2022_부채,재무2023_자본,재무2023_부채,재무2023_매출,재무2023_수출,재무2023_연구개발,재무2023_매출액(국내),재무2023_매출액(해외),대표중견기업,저작권,이메일,기업상장,특허_국내,특허_해외,회사규모,R&D조직형태,벤처기업지정,SW사업자등록,출처,수집년도,latitude,longitude
212257,,,,,(주)수은,김은희,,,,,,,,,,우) 48312,,,,,,,,,,부산,"수영구 황령대로473번길15 102-1102(남천동,남천엑슬루타워)",35.1400499,129.1063971,,,,,,,,,0517510800,,,,부동산업,,,68112.0,,외감,,2.0,,,2014.0,4.0,7.0,,,,,,,,2020.0,,15414.0,,,,,,7990.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
203186,,,,,(주)와이제이,김종식,,,,,,,,,,,,,,,,,,,,부산,강서구 신호동 화전산업단지 아이-17-3블럭,35.1054764,128.8796896,,,,,,,,,0513058001,,513032077.0,,금속 가공제품 제조업; 기계 및 가구 제외,,,25942.0,,일반,,10.0,,,2011.0,1.0,1.0,,,,"볼트,너트 제조",,,,2020.0,,3493.0,,,,,,7128.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
209808,,,,,(주)우리마트,하진태,,,,,,,,,,우) 47020,,,,,,,,,,부산,사상구 학감대로 191번지 12(학장동),35.1435053,128.9917706,,,,,,,,,0512033709,,512033749.0,,소매업; 자동차 제외,,,47121.0,,외감,,267.0,,,1999.0,2.0,2.0,,,www.woori-mart.co.kr,슈퍼마켓운영 농축산물 도.소매업 농산물 가공업 일용잡화업 주류판매 도.소매업,,,,2020.0,,129254.0,,,,,,155404.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
207560,,,,,(주)유조아,윤태자,,,,,,,,,,우) 47884,,,,,,,,,,부산,동래구 온천천로337번길 93,35.1978725,129.0873228,,,,,,,,,0518529405,,,,전문 서비스업,,,71310.0,,일반,,2.0,,,2012.0,10.0,26.0,,,,,,,,2020.0,,481.0,,,,,,226.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
208352,,,,,(주)일구인쇄출판,성미선,,,,,,,,,,우) 47211,,,,,,,,,,부산,"부산진구 동평로405번길 53, 3층",35.1759962,129.0707264,,,,,,,,,0518617758,,,,인쇄 및 기록매체 복제업,,,18119.0,,일반,,,,,2017.0,7.0,28.0,,,,,,,,,,,,,,,,2553.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
203553,,,,,(주)타워,장정호,,,,,,,,,,우) 46773,,,,,,,,,,부산,"강서구 명지국제8로 245, 201-1호",35.0984073,128.9198356,,,,,,,,,0512715592,,512715593.0,,부동산업,,,68122.0,,일반,,4.0,,,2013.0,5.0,14.0,,,,"비주거용건물공사,부동산 분양,매매,공급,중개,컨설팅",,,,2020.0,,5987.0,,,,,,14965.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
212425,,,,,(주)한진공영,김희순,,,,,,,,,,우) 48303,,,,,,,,,,부산,"수영구 광남로 80, 1001(광안동,희원빌딩)",35.1491636,129.1140071,,,,,,,,,0518047135,,518177089.0,,부동산업,,,68122.0,,외감,,5.0,,,2010.0,4.0,29.0,,,,"부동산 개발,시행,분양,주택공사",,,,2020.0,,55.0,,,,,,51690.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
203813,,,,,(주)후레쉬상사,국병환,,,,,,,,,,우) 46724,,,,,,,,,,부산,강서구 사취등1길 17,35.115084,128.9135348,,,,,,,,,0512712553,,512712554.0,,도매 및 상품 중개업,,,46311.0,,일반,,26.0,,,2006.0,3.0,15.0,,,,가지 오이 피망 비가공식품 도매,,,,2017.0,,19979.0,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
221543,,6178135892.0,,,나비스(주),정희석,,,,,,,,,,우) 48093,,,,,,,,,,부산,"해운대구 동백로 23, 201",35.1593961,129.1511834,,,,,,,,,0517465203,,517465207.0,정보통신업,출판업,,,,,외감,,4.0,,,,,,,,www.e-navis.co.kr/,차량용항법장치 자동차부품 개발 단말기(카네비게이션) 개발,,,,2020.0,12.0,32193.0,,,31366.0,281.0,32042.0,153720.0,153720.0,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
207804,,,,,업카이트(주),정영권,,,,,,,,,,,,,,,,,,,,부산,"동래구 충렬대로 75, 2층",35.2009396,129.0903435,,,,,,,,,0515576781,,515560084.0,,도매 및 상품 중개업,,,46329.0,,일반,,11.0,,,2000.0,4.0,1.0,,,,식료품 식료품 도소매 유통 식음료품(마요네즈 음료수) 도소매 수출,,,,2017.0,,13065.0,,,,,,9318.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
215642,,,,,티제이건설(주),김진욱,,,,,,,,,,우) 48114,,,,,,,,,,부산,"해운대구 좌동순환로433번길 40, 102-3호",35.1621269,129.1779748,,,,,,,,,0517012122,,517015730.0,,종합 건설업,,,41110.0,,일반,,7.0,,,2014.0,9.0,22.0,,,,,,,,2019.0,,795.0,,,,,,5392.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
226267,,,,,(주)20세기상사,이세혁,,,,,,,,,,우) 42979,,,,,,,,,,대구,"달성군 논공읍 논공로 786, 1,2층",35.7285703,128.4411102,,,,,,,,,0536145656,,,,전문직별 공사업,,,42411.0,,일반,,,,,2017.0,10.0,25.0,,,,도장 공사업,,,,2020.0,,894.0,,,,,,548.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
231787,,,,,(주)건양에스앤씨,정정원,,,,,,,,,,우) 41224,,,,,,,,,,대구,"동구 아양로34길 24, 외2필지 부림아파트 상가3층제에스301호",35.8836754,128.6301528,,,,,,,,,0539590693,,539590695.0,,사업 지원 서비스업,,,75310.0,,일반,,87.0,,,2005.0,4.0,19.0,,,www.gunyangsnc.com,시설경비용역 청소용역 경비 및 탐정업,,,,2020.0,,4717.0,,,,,,3910.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
231806,,5028108453.0,,,(주)경동사,"이상탁,조철환",,,,,,,,,,우) 42473,,,,,,,,,,대구,"남구 두류공원로 55(대명동, 경동빌딩)",35.8422537,128.5713171,,,,,,,,,0532803170,,537417114.0,도매 및 소매업,도매 및 상품 중개업,,,46441.0,,외감,,223.0,,,1986.0,7.0,22.0,,,www.kyungdongsa.co.kr,의약품 의약품(양약)도매업,,,,2020.0,12.0,431835.0,,,-1174.0,15700.0,-877.0,105352.0,8495.0,96857.0,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
231847,,,,,(주)계양건설,박영철,,,,,,,,,,,,,,,,,,,,대구,수성구 희망로 114 (중동),35.8468797,128.616436,,,,,,,,,0537424721,,537667852.0,,종합 건설업,,,41100.0,,일반,,5.0,,,2001.0,3.0,14.0,,,,"건축공사,토목공사,사무,상업용건물공사",,,,2015.0,,4690.0,,,,,,1875.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
224533,,,,,(주)그린바드,"박재현,박창석",,,,,,,,,,우) 42736,,,,,,,,,,대구,달서구 구마로42길 27,35.8357905,128.5510101,,,,,,,,,0536210031,,536261128.0,,소매업; 자동차 제외,,,47911.0,,일반,,50.0,,,1989.0,7.0,10.0,,,www.greenbod.com,"전자상거래(유아용품,기저귀,화장품,식품)",,,,2017.0,,44695.0,,,,,,11567.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
231972,,,,,(주)길웅스틸테크,배한상,,,,,,,,,,,,,,,,,,,,대구,달성군 다사읍 세천리성서5차단지 13블록 18롯트,35.8738163,128.4723647,,,,,,,,,0535877788,,536353456.0,,금속 가공제품 제조업; 기계 및 가구 제외,,,25112.0,,일반,,12.0,,,2008.0,4.0,1.0,,,www.kilwoong.co.kr,"스틸그레이팅 外 스틸그레이팅 스틸그레이팅 맨홀뚜껑 차도측빗물받이 교량집수구 금속광물,1차금속도매 스틸그레이팅 제조 및 도소매업",,,,2018.0,,2536.0,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
232010,,,,,(주)남산메디칼,"김병오,강병우",,,,,,,,,,우) 41232,,,,,,,,,,대구,동구 효목2동 603-1번지,35.8770003,128.6376022,,,,,,,,,0537410900,,537420932.0,,도매 및 상품 중개업,,,46441.0,,일반,,5.0,,,2011.0,5.0,24.0,,,,의약품 도매,,,,,,,,,,,,2851.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
227339,,,,,(주)네오시스,백은수,,,,,,,,,,우) 41251,,,,,,,,,,대구,"동구 동부로30길 92-5, 201호",35.8689145,128.6285189,,,,,,,,,07077494717,,537454717.0,,도매 및 상품 중개업,,,46510.0,,일반,,8.0,,,2009.0,7.0,1.0,,,www.neosyskorea.com,"컴퓨터주변기기 컴퓨터 및 주변장치,소프트웨어 도매업",,,,2020.0,,4371.0,,,,,,2779.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
231269,,,,,(주)넥스트제네레이션,이규동,,,,,,,,,,우) 41942,,,,,,,,,,대구,"중구 동성로1길 37, 2,3층",35.8663275,128.5955522,,,,,,,,,15445256,,,,도매 및 상품 중개업,,,46742.0,,일반,,20.0,,,2015.0,1.0,22.0,,,www.jnkshop.co.kr,"직물,섬유,의복액세서리 도소매",,,,,,,,,,,,3591.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
227345,,5138177663.0,,,(주)노비아갈라,김미란,,,,,,,,,,우) 41143,,,,,,,,,,대구,동구 동촌로 91(검사동),35.8829222,128.663941,,,,,,,,,05318001999,,539843131.0,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,,,96991.0,,외감,,40.0,,,2013.0,7.0,18.0,,,www.noviagala.co.kr,"예식장,한식,휴게 음식점",,,,2020.0,12.0,7243.0,,,-257.0,700.0,236.0,17589.0,6109.0,11480.0,,,,,,,,,,,,,,,,,,기업체총람,2022,,
224582,,,,,(주)뉴신화,이재형,,,,,,,,,,우) 42729,,,,,,,,,,대구,"달서구 와룡로 33, 9층 1007호(본동)",35.8355335,128.5365403,,,,,,,,,,,539610089.0,,종합 건설업,,,41100.0,,외감,,6.0,,,2015.0,7.0,30.0,,,,일반건축공사,,,,2020.0,,2261.0,,,,,,16975.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
228319,,,,,(주)다올테크놀로지스,김태이,,,,,,,,,,우) 41519,,,,,,,,,,대구,"북구 동북로 117, 404-2호",35.9019706,128.6069363,,,,,,,,,0532183380,,,,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,26299.0,,일반,,,,,2016.0,8.0,22.0,,,,그외 기타 전자부품 제조업,,,,2020.0,,485.0,,,,,,425.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
224185,,,,,(주)다원아이디,정영준,,,,,,,,,,우) 42511,,,,,,,,,,대구,"남구 대덕로 166, 101-1동 205호",35.8401619,128.6020404,,,,,,,,,0534740400,,534740433.0,,전문직별 공사업,,,42412.0,,일반,,13.0,,,2000.0,9.0,1.0,,,,"실내건축공사,실내건축 디자인,목재가구 제조",,,,2020.0,,8673.0,,,,,,5139.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
232083,,,,,(주)달구벌종합수산축산,박승덕,,,,,,,,,,우) 42661,,,,,,,,,,대구,달서구 두류1.2동 84-4번지,35.8568981,128.5677295,,,,,,,,,0535717000,,536540099.0,,기타 개인 서비스업,,,96991.0,,일반,,10.0,,,2008.0,8.0,1.0,,,www.weddingvienna.com,음식점-한식 비가공식품 도매,,,,2017.0,,7291.0,,,,,,3202.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
232091,,,,,(주)대경레미콘,서상무,,,,,,,,,,우) 42968,,,,,,,,,,대구,달성군 논공읍 비슬로 1717 외 14필지 (삼리리),35.7680089,128.4079746,,,,,,,,,0536112997,,536112834.0,,비금속 광물제품 제조업,,,23320.0,,일반,,28.0,,,1995.0,4.0,11.0,,,,레미콘 레미콘 레미콘 제조업 아스콘 제조업,,,,2012.0,,8099.0,,,,,,6549.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
232118,,,,,(주)대광무도구,송종수,,,,,,,,,,우) 41187,,,,,,,,,,대구,동구 동북로 326-3 (신암동),35.8908738,128.6248935,,,,,,,,,07088478034,,539538034.0,,"의복, 의복 액세서리 및 모피제품 제조업",,,14190.0,,일반,,6.0,,,1993.0,3.0,9.0,,,www.dkmdg.co.kr,검도복 검도장비 무역업 검도복 제조 무역,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
232129,,,,,(주)대구메트로아트,김승유,,,,,,,,,,우) 42250,,,,,,,,,,대구,수성구 연호동 186-5번지 대공원역 지하2층,35.8430864,128.6798535,,,,,,,,,0537950303,,537950305.0,,"창작, 예술 및 여가관련 서비스업",,,90199.0,,일반,,1.0,,,2009.0,8.0,24.0,,,,"공연 기획,공연장대여",,,,2016.0,,116.0,,,,,,31.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
229666,,,,,(주)대성도어몰딩,이태수,,,,,,,,,,우) 41758,,,,,,,,,,대구,"서구 문화로23길 29 ,30",35.8768817,128.5450793,,,,,,,,,0535578750,,,,목재 및 나무제품 제조업; 가구 제외,,,16299.0,,외감,,111.0,,,2016.0,11.0,1.0,,,,그외 기타 나무제품 제조업,,,,2020.0,,15323.0,,,,,,7550.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
224755,,,,,(주)동신금속,김명술,,,,,,,,,,,,,,,,,,,,대구,달서구 파호동 성서3차 지방산업단지2단계 산업용지 76블록 2롯트,35.8397431,128.4857898,,,,,,,,,0535928201,,535928203.0,,금속 가공제품 제조업; 기계 및 가구 제외,,,25992.0,,일반,,33.0,,,2000.0,7.0,7.0,,,,프라이팬손잡이 알루미늄주물 주방기구 도소매업 유통 주방기구부품 제조,,,,2017.0,,6849.0,,,,,,10595.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
226433,,,,,(주)디맥스,박태석,,,,,,,,,,우) 42907,,,,,,,,,,대구,"달성군 다사읍 다사로71길 37-26, 외 7필지",35.8919205,128.4646799,,,,,,,,,0535923146,,535923148.0,,비금속 광물제품 제조업,,,23222.0,,일반,,15.0,,,2008.0,8.0,21.0,,,www.dmax.biz,인공치아용세라믹재료 일반도자기 제조업,,,,2020.0,,4861.0,,,,,,10072.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
231338,,,,,(주)디아이디엔씨,마국현,,,,,,,,,,,,,,,,,,,,대구,중구 국채보상로 572.5층,35.8693548,128.5964111,,,,,,,,,025146801,,,,부동산업,,,68112.0,,외감,,1.0,,,2016.0,7.0,19.0,,,,,,,,2020.0,,52275.0,,,,,,33923.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
224800,,,,,(주)디앤아이,김준태,,,,,,,,,,우) 42698,,,,,,,,,,대구,달서구 문화회관3길 27,35.8473753,128.5214242,,,,,,,,,0539587200,,539427200.0,,전문직별 공사업,,,42412.0,,일반,,8.0,,,2001.0,7.0,2.0,,,,"인테리어공사,금속장치물설치공사",,,,2017.0,,3949.0,,,,,,4442.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
227449,,,,,(주)디에스에스에프앤비,사공훈,,,,,,,,,,우) 41235,,,,,,,,,,대구,"동구 동부로 194, 101호",35.8759431,128.6259374,,,,,,,,,07088222418,,,,부동산업,,,68112.0,,일반,,,,,2012.0,5.0,3.0,,,,일반음식점,,,,2019.0,,575.0,,,,,,46292.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
230431,,,,,(주)디자인피아,노동섭,,,,,,,,,,우) 42095,,,,,,,,,,대구,"수성구 달구벌대로492길 28, 4,5층",35.857195,128.633401,,,,,,,,,0537538112,,537538113.0,,전문직별 공사업,,,42412.0,,일반,,6.0,,,2007.0,5.0,23.0,,,,실내건축공사,,,,2020.0,,4710.0,,,,,,1440.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
230450,,,,,(주)마음커뮤니케이션,진유항,,,,,,,,,,우) 42146,,,,,,,,,,대구,"수성구 동대구로 167, 3층",35.8454626,128.6240656,,,,,,,,,07087118888,,539431007.0,,정보서비스업,,,63120.0,,일반,,8.0,,,2017.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
228501,,,,,(주)매직씨엔씨,김승영,,,,,,,,,,우) 41505,,,,,,,,,,대구,"북구 유통단지로 45, 전자관5블럭 2층 55호,56호",35.9069484,128.6070013,,,,,,,,,0312385544,,312385545.0,,자동차 및 부품 판매업,,,45219.0,,일반,,26.0,,,2001.0,2.0,28.0,,,,내비게이션 컴퓨터 컴퓨터 및 패키지소프트웨어 도매업 사무기기 컴퓨터및주변기기 도소매 가전제품 통신기기 도매,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
228502,,,,,(주)매직타운,이용식,,,,,,,,,,우) 41501,,,,,,,,,,대구,북구 침산로67길 11,35.9017631,128.5875333,,,,,,,,,0533580874,,533584828.0,,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,26290.0,,일반,,20.0,,,2000.0,3.0,27.0,,,,전자제품 및 부품 녹즙기케이스 전자제품 제조업 플라스틱 사출품 제조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
230458,,,,,(주)메트로에디션,"김태균,김진환",,,,,,,,,,우) 42149,,,,,,,,,,대구,수성구 동대구로 29길 54-15 4층,35.8423891,128.6221509,,,,,,,,,0535554400,,,,,,,,,외감,,,,,2018.0,3.0,30.0,,,,,,,,2020.0,,24241.0,,,,,,40817.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
224234,,,,,(주)무계소방,조동수,,,,,,,,,,우) 42400,,,,,,,,,,대구,"남구 성당로62길 30-1, 1층",35.8585776,128.5760511,,,,,,,,,,,536214016.0,,전문직별 공사업,,,42204.0,,일반,,3.0,,,2012.0,6.0,7.0,,,,소방설비공사,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
232719,,,,,(주)미래종합건축사사무소,김문열,,,,,,,,,,우) 41947,,,,,,,,,,대구,중구 국채보상로 750-1 외 1필지 (동인동4가),35.8678038,128.6104236,,,,,,,,,0536520150,,537627620.0,,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",,,72111.0,,일반,,11.0,,,2007.0,8.0,6.0,,,,감리 건축설계 건축설계 감리 부동산 공급,,,,2015.0,,2453.0,,,,,,2045.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
230495,,,,,(주)바이노텍,김유미,,,,,,,,,,우) 42170,,,,,,,,,,대구,"수성구 청수로26길 36, 202-비호",35.8381678,128.6221995,,,,,,,,,,,537841300.0,,화학 물질 및 화학제품 제조업; 의약품 제외,,,20423.0,,일반,,7.0,,,2014.0,9.0,1.0,,,,화장품 제조,,,,2020.0,,7289.0,,,,,,5481.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
232788,,,,,(주)베리텍정보,이우환,,,,,,,,,,우) 41505,,,,,,,,,,대구,"북구 유통단지로 45, 전자관 5블럭 3층 173호",35.9071846,128.6070281,,,,,,,,,0536045125,,536045474.0,,도매 및 상품 중개업,,,46510.0,,일반,,6.0,,,1999.0,12.0,17.0,,,,컴퓨터 마우스 프린터 키보드 컴퓨터 및 패키지소프트웨어 도매업 컴퓨터 프린터 전산소모품 소프트웨어 도소매,,,,2014.0,,3284.0,,,,,,897.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
236082,,,,,(주)베이스볼기획,,,,,,,,,,,,,,,,,,,,,대구,북구 고성동3가 6번지,35.8808938,128.5832582,,,,,,,,,0533545802,,533545803.0,,,,,,,일반,,2.0,,,2000.0,2.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,저작권조사대상,2021,,
228570,,,,,(주)부국전기,박형근,,,,,,,,,,우) 41507,,,,,,,,,,대구,북구 검단북로27길 36-3,35.9184556,128.6184674,,,,,,,,,0535923678,,535923670.0,,전기장비 제조업,,,28123.0,,일반,,7.0,,,2000.0,6.0,2.0,,,,전기공사업 전기감리업,,,,2014.0,,1022.0,,,,,,907.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
229755,,,,,(주)부성,이정익,,,,,,,,,,우) 41708,,,,,,,,,,대구,서구 염색공단로 11길 30,35.8852826,128.5533234,,,,,,,,,0533531881,,533532109.0,,섬유제품 제조업; 의복 제외,,,13402.0,,외감,,103.0,,,1984.0,6.0,20.0,,,,면직물염색 레이온직물염색 섬유표백 및 염색업 무역업 면직물 염색가공 레이온 날염가공 수출,,,,2020.0,,13045.0,,,,,,17499.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
232896,,,,,(주)사람,정성인,,,,,,,,,,우) 42511,,,,,,,,,,대구,"남구 대덕로 166, 101-1동 207호 (봉덕동, 앞산힐스테이트)",35.8401619,128.6020404,,,,,,,,,0534743311,,537524878.0,,"의료, 정밀, 광학 기기 및 시계 제조업",,,27310.0,,일반,,5.0,,,2015.0,4.0,15.0,,,www.lie-eyewear.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
232900,,,,,(주)산업경영연구원,조형제,,,,,,,,,,,,,,,,,,,,대구,"달서구 구마로 100, 4층",35.8361796,128.5446757,,,,,,,,,0535646008,,535646009.0,,전문 서비스업,,,71531.0,,일반,,15.0,,,2002.0,8.0,1.0,,,www.imikorea.org,경영컨설팅 창업컨설팅 농업컨설팅 재활용공장컨설팅 경영컨설팅 경영상담,,,,2015.0,,408.0,,,,,,213.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
232918,,,,,(주)삼부전력,이진우,,,,,,,,,,우) 42796,,,,,,,,,,대구,달서구 월곡로27길 70 (상인동),35.8091896,128.5454858,,,,,,,,,0536396071,,536396072.0,,전문직별 공사업,,,42312.0,,일반,,10.0,,,2011.0,3.0,18.0,,,,전기공사업,,,,2015.0,,506.0,,,,,,1246.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
224971,,,,,(주)삼성홀딩스,김순봉,,,,,,,,,,우) 42684,,,,,,,,,,대구,"달서구 구마로 97, 104-1호",35.8377756,128.5383931,,,,,,,,,0536570312,,536570312.0,,부동산업,,,68112.0,,일반,,3.0,,,2011.0,5.0,2.0,,,,부동산 매매 및 임대업,,,,2018.0,,173.0,,,,,,4683.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
228687,,,,,(주)세스트,서대화,,,,,,,,,,우) 41566,,,,,,,,,,대구,"북구 경대로17길 47, 403,404,405,408호",35.8922815,128.6143499,,,,,,,,,0539545410,,539545420.0,,출판업,,,58221.0,,일반,,12.0,,,2011.0,5.0,6.0,,,www.cest.co.kr,"전자가격표시시스템,전자명패시스템,전시안내시스템 개발,공급,유무선통신장치 제조",,,,2017.0,,603.0,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
233159,,,,,(주)세아테크,하태인,,,,,,,,,,우) 42697,,,,,,,,,,대구,달서구 성서로64길 17,35.8453129,128.5093363,,,,,,,,,0535825939,,535825938.0,,자동차 및 트레일러 제조업,,,30399.0,,일반,,15.0,,,2011.0,10.0,31.0,,,,자동차부품 제조업,,,,2017.0,,1726.0,,,,,,6019.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
225100,,,,,(주)송원,최혜경,,,,,,,,,,우) 42642,,,,,,,,,,대구,"달서구 감삼북길 60, 2층(감삼동)",35.8525211,128.5453051,,,,,,,,,0535505000,,535524000.0,,부동산업,,,68112.0,,외감,,5.0,,,2013.0,8.0,30.0,,,,"부동산 임대,매매",,,,2020.0,,2403.0,,,,,,37830.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
233274,,,,,(주)신가주택건설,신동석,,,,,,,,,,우) 42422,,,,,,,,,,대구,"남구 명덕로 196, 3층",35.8566695,128.5918233,,,,,,,,,0539860937,,534762779.0,,종합 건설업,,,41110.0,,일반,,,,,2004.0,10.0,20.0,,,,주택신축판매(건설),,,,2017.0,,12045.0,,,,,,4193.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
233419,,5028100859.0,,,(주)아성고속,최억만,,,,,,,,,,우) 41246,,,,,,,,,,대구,동구 효신로 7 (신천동),35.8765602,128.6334588,,,,,,,,,0537537003,,537537002.0,운수 및 창고업,육상 운송 및 파이프라인 운송업,,,49220.0,,외감,,93.0,,,1964.0,9.0,1.0,,,,시외버스운송 시외버스 운송업,,,,2020.0,12.0,7957.0,,,369.0,300.0,-3508.0,3353.0,-68.0,3422.0,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
225193,,5038126089.0,,,(주)아이디에이치,장용현,,,,,,,,,,우) 42711,,,,,,,,,,대구,달서구 성서공단북로4길 8 성서3차단지 2단계 64블럭,35.8442345,128.4900883,,,,,,,,,0535827900,,535814729.0,제조업,기타 기계 및 장비 제조업,,,29224.0,,코스,,131.0,,,1979.0,11.0,1.0,,,www.daehyuntech.co.kr,"철강재가공설비(전단설비,절단설비,성형설비),중장비부품,잉크젯날염기 제조,판매",,,,2020.0,12.0,1370.0,,,17.0,10.0,-28.0,1056.0,1008.0,49.0,,,,,,,,,,,,,,,,,,기업체총람,2022,,
233444,,,,,(주)아이원푸드,길영희,,,,,,,,,,,,,,,,,,,,대구,서구 서대구로6길 지하 6,35.8611237,128.5604524,,,,,,,,,0533133920,,532623920.0,,도매 및 상품 중개업,,,46311.0,,일반,,30.0,,,2007.0,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
233479,,,,,(주)애니인슈,원윤정,,,,,,,,,,우) 42474,,,,,,,,,,대구,"남구 두류공원로 15, 4층 402호",35.8351792,128.5853466,,,,,,,,,0536215656,,536215654.0,,금융 및 보험관련 서비스업,,,66202.0,,일반,,1.0,,,2007.0,2.0,8.0,,,,보험대리,,,,2015.0,,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
